data_path,case_name
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130612,MM130612
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130452,MM130452
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130329,MM130329
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130084,MM130084
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130037,MM130037
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130101,MM130101
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130511,MM130511
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130818,MM130818
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130768,MM130768
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130891,MM130891
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130129,MM130129
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130495,MM130495
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130569,MM130569
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131003,MM131003
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130814,MM130814
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130212,MM130212
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130062,MM130062
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130992,MM130992
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130731,MM130731
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130399,MM130399
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130225,MM130225
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130546,MM130546
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130935,MM130935
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130813,MM130813
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130071,MM130071
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130377,MM130377
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130447,MM130447
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130013,MM130013
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130119,MM130119
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131055,MM131055
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130172,MM130172
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130136,MM130136
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130458,MM130458
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130577,MM130577
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130472,MM130472
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130759,MM130759
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130202,MM130202
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130524,MM130524
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130538,MM130538
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130676,MM130676
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130682,MM130682
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130680,MM130680
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130088,MM130088
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130255,MM130255
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130020,MM130020
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130574,MM130574
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130810,MM130810
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130414,MM130414
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130597,MM130597
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130528,MM130528
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130844,MM130844
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130885,MM130885
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130429,MM130429
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130141,MM130141
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130674,MM130674
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130782,MM130782
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130434,MM130434
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130285,MM130285
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130335,MM130335
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130531,MM130531
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130570,MM130570
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130533,MM130533
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130405,MM130405
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130957,MM130957
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130507,MM130507
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130823,MM130823
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130610,MM130610
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130096,MM130096
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130742,MM130742
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130940,MM130940
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130659,MM130659
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131051,MM131051
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130689,MM130689
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130949,MM130949
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130991,MM130991
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130474,MM130474
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130254,MM130254
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130213,MM130213
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130185,MM130185
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130584,MM130584
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130745,MM130745
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130922,MM130922
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130609,MM130609
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130686,MM130686
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131054,MM131054
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130942,MM130942
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130077,MM130077
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130446,MM130446
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130343,MM130343
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130375,MM130375
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130133,MM130133
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130909,MM130909
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130508,MM130508
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130426,MM130426
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130451,MM130451
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130683,MM130683
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130714,MM130714
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130314,MM130314
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130409,MM130409
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131041,MM131041
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130098,MM130098
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130441,MM130441
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130208,MM130208
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130951,MM130951
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130671,MM130671
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130373,MM130373
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130521,MM130521
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130038,MM130038
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130146,MM130146
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130075,MM130075
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130832,MM130832
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130588,MM130588
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130987,MM130987
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130933,MM130933
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130310,MM130310
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130649,MM130649
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130713,MM130713
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130239,MM130239
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130295,MM130295
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130454,MM130454
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130498,MM130498
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130300,MM130300
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130422,MM130422
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130739,MM130739
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130266,MM130266
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130534,MM130534
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130189,MM130189
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130427,MM130427
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131050,MM131050
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130122,MM130122
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130984,MM130984
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130043,MM130043
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130709,MM130709
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130772,MM130772
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130838,MM130838
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130342,MM130342
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130362,MM130362
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130496,MM130496
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130631,MM130631
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130604,MM130604
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130117,MM130117
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130988,MM130988
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130216,MM130216
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130261,MM130261
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130394,MM130394
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130641,MM130641
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130878,MM130878
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130703,MM130703
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130970,MM130970
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130830,MM130830
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130379,MM130379
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130595,MM130595
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130336,MM130336
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130413,MM130413
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130980,MM130980
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130751,MM130751
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130735,MM130735
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130190,MM130190
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130338,MM130338
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130455,MM130455
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130652,MM130652
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130583,MM130583
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130701,MM130701
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130475,MM130475
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130416,MM130416
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130594,MM130594
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130493,MM130493
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130318,MM130318
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130090,MM130090
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130078,MM130078
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130798,MM130798
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130563,MM130563
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130274,MM130274
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130707,MM130707
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130459,MM130459
